task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error
HE43	Codestral-22B-v0.1	post	8	8	QQ	Codestral	20	22.2	83	open	28	0.4	4	0.4	0.378571428571429	0.389851416547544	0.117857142857143	0.106545956358402	0	0	0.0214285714285714	0.0677630927178938	0.482142857142857	0.511004191222256	0.496428571428571	0.492704715329513	0.503571428571429	0.492704715329513	4	0.4	0.5375	4	0.4	0.472222222222222	5	4
HE45	Codestral-22B-v0.1	pre	1	2	S	Codestral	20	22.2	83	open	10	0.4	4	0.4	0.2	0.258198889747161	0.2	0.258198889747161	0	0	0.01	0.0316227766016838	0.59	0.508702052067591	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	5
HE45	Codestral-22B-v0.1	post	1	1	S	Codestral	20	22.2	83	open	10	0.6	6	0.6	0.36	0.309838667696593	0.24	0.206559111797729	0	0	0	0	0.4	0.516397779494322	0.6	0.516397779494322	0.4	0.516397779494322	6	0.6	0.6	6	0.6	0.6	4	4
HE50	Codestral-22B-v0.1	post	2	3	NQ	Codestral	20	22.2	83	open	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE57	Codestral-22B-v0.1	post	3	3	S	Codestral	20	22.2	83	open	17	0.2	2	0.2	0.311764705882353	0.307599503941517	0.176470588235294	0.175377880588219	0.0117647058823529	0.0248021777268108	0.0235294117647059	0.0496043554536216	0.476470588235294	0.489371856090291	0.488235294117647	0.482727417206996	0.511764705882353	0.482727417206996	4	0.4	0.518181818181818	2	0.2	0.4	7	4
HE60	Codestral-22B-v0.1	pre	2	1	S	Codestral	20	22.2	83	open	7	0.7	7	0.7	0.3	0.207019667802706	0.4	0.276026223736942	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3
HE60	Codestral-22B-v0.1	post	2	1	Q	Codestral	20	22.2	83	open	10	0.4	4	0.4	0.25	0.302765035409749	0.2	0.210818510677892	0	0	0.05	0.158113883008419	0.5	0.52704627669473	0.45	0.497214463005877	0.55	0.497214463005877	4	0.4	0.4375	10	1		5	5
HE65	Codestral-22B-v0.1	pre	3	2	S	Codestral	20	22.2	83	open	13	0.6	6	0.6	0.461538461538462	0.397229061149479	0.138461538461538	0.119168718344844	0	0	0	0	0.4	0.516397779494322	0.6	0.516397779494322	0.4	0.516397779494322	6	0.6	0.6	6	0.6	0.6	4	4
HE65	Codestral-22B-v0.1	post	3	2	NQ	Codestral	20	22.2	83	open	24	0.1	1	0.1	0.129166666666667	0.272484284290278	0.0666666666666667	0.140545673785261	0	0	0	0	0.804166666666667	0.412969710125914	0.195833333333333	0.412969710125914	0.804166666666667	0.412969710125914	1	0.1	0.194117647058824	2	0.2	0.2	9	8
HE71	Codestral-22B-v0.1	post	5	5	QQ	Codestral	20	22.2	83	open	18	0	0	0	0.105555555555556	0.231962463261063	0.0555555555555556	0.117121394821051	0	0	0	0	0.838888888888889	0.345904908553372	0.161111111111111	0.345904908553372	0.838888888888889	0.345904908553372	0	0	0.181818181818182	1	0.1	0.1	10	8
HE73	Codestral-22B-v0.1	post	5	4	NQ	Codestral	20	22.2	83	open	78	0	0	0	0.00256410256410256	0.008108404256842	0.00128205128205128	0.004054202128421	0	0	0	0	0.996153846153846	0.012162606385263	0.00384615384615385	0.012162606385263	0.996153846153846	0.012162606385263	0	0	0.0166666666666667	0	0	0	10	9
HE74	Codestral-22B-v0.1	pre	5	4	Q	Codestral	20	22.2	83	open	9	0.4	4	0.4	0.177777777777778	0.229510124219699	0.233333333333333	0.27937810615772	0	0	0	0	0.588888888888889	0.507961308918332	0.411111111111111	0.507961308918332	0.588888888888889	0.507961308918332	4	0.4	0.4	5	0.5	0.5	6	5
HE74	Codestral-22B-v0.1	post	5	4	Q	Codestral	20	22.2	83	open	16	0.3	3	0.3	0.25	0.322748612183951	0.13125	0.177878118384471	0.01875	0.0592927061281571	0	0	0.6	0.516397779494322	0.38125	0.495158854981577	0.61875	0.495158854981577	3	0.3	0.392307692307692	10	1		6	6
HE80	Codestral-22B-v0.1	pre	6	2	Q	Codestral	20	22.2	83	open	10	0	0	0	0.04	0.0843274042711568	0.09	0.152388392675499	0.21	0.223358207570013	0.26	0.236643191323985	0.4	0.516397779494322	0.13	0.211081869319834	0.87	0.211081869319834	0	0	0.1	0	0	0.25	4	4
HE80	Codestral-22B-v0.1	post	6	5	Q	Codestral	20	22.2	83	open	16	0.2	2	0.2	0.2	0.277638854149295	0.15	0.193649167310371	0	0	0.05	0.120761472884912	0.6	0.516397779494322	0.35	0.463231403656243	0.65	0.463231403656243	2	0.2	0.342857142857143	10	1		6	6
HE84	Codestral-22B-v0.1	pre	2	1	S	Codestral	20	22.2	83	open	8	0.8	8	0.8	0.5	0.263523138347365	0.3	0.158113883008419	0	0	0	0	0.2	0.421637021355784	0.8	0.421637021355784	0.2	0.421637021355784	8	0.8	0.8	8	0.8	0.8	2	2
HE84	Codestral-22B-v0.1	post	2	5	NQ	Codestral	20	22.2	83	open	13	0.5	5	0.5	0.376923076923077	0.333234699410969	0.153846153846154	0.16216808513684	0	0	0	0	0.469230769230769	0.495144072831293	0.530769230769231	0.495144072831293	0.469230769230769	0.495144072831293	5	0.5	0.5	9	0.9	0.9	5	1
HE86	Codestral-22B-v0.1	post	4	2	NQ	Codestral	20	22.2	83	open	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE90	Codestral-22B-v0.1	pre	3	1	S	Codestral	20	22.2	83	open	50	0.5	5	0.5	0.36	0.379473319220205	0.14	0.147572957474524	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5
HE90	Codestral-22B-v0.1	post	3	1	S	Codestral	20	22.2	83	open	42	0.6	6	0.6	0.485714285714286	0.41803629768588	0.114285714285714	0.0983614818084423	0	0	0	0	0.4	0.516397779494322	0.6	0.516397779494322	0.4	0.516397779494322	6	0.6	0.6	6	0.6	0.6	4	4
HE99	Codestral-22B-v0.1	pre	7	2	S	Codestral	20	22.2	83	open	15	0.3	3	0.3	0.306666666666667	0.141246654062851	0.246666666666667	0.247555954517931	0	0	0.0133333333333333	0.0421637021355784	0.433333333333333	0.386500602909469	0.553333333333333	0.371915296343564	0.446666666666667	0.371915296343564	3	0.3	0.39	8	0.8	0.88	6	1
HE99	Codestral-22B-v0.1	post	7	3	S	Codestral	20	22.2	83	open	19	0	0	0	0.342105263157895	0.373193813792678	0.0473684210526316	0.0523383645269344	0.0421052631578947	0.0543576609994023	0.0789473684210526	0.127117339878855	0.489473684210526	0.516904154158222	0.389473684210526	0.39557416066993	0.610526315789474	0.39557416066993	0	0	0.392307692307692	2	0.2	0.425	5	4
HE0	deepseek-coder-33b-instruct	post	5	4	QQ	DeepSeekCoder	19	33.3	125	open	33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE1	deepseek-coder-33b-instruct	pre	5	9	NQ	DeepSeekCoder	19	33.3	125	open	222	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE1	deepseek-coder-33b-instruct	post	5	6	NQ	DeepSeekCoder	19	33.3	125	open	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE101	deepseek-coder-33b-instruct	pre	9	7	NQ	DeepSeekCoder	19	33.3	125	open	519	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE101	deepseek-coder-33b-instruct	post	9	6	QQ	DeepSeekCoder	19	33.3	125	open	463	0	0	0	0.115550755939525	0.304536913639978	0.00151187904967603	0.0047809813436671	0	0	0.0794816414686825	0.251343019209927	0.803455723542117	0.414431767014131	0.117062634989201	0.304985141760753	0.882937365010799	0.304985141760753	0	0	0.0769230769230769	1	0.1	0.11834451901566	9	8
HE104	deepseek-coder-33b-instruct	pre	6	2	S	DeepSeekCoder	19	33.3	125	open	25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE104	deepseek-coder-33b-instruct	post	6	5	QQ	DeepSeekCoder	19	33.3	125	open	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE108	deepseek-coder-33b-instruct	post	2	3	NQ	DeepSeekCoder	19	33.3	125	open	12	0	0	0	0.025	0.0790569415042095	0.0333333333333333	0.105409255338946	0.00833333333333333	0.0263523138347365	0.0333333333333333	0.105409255338946	0.9	0.316227766016838	0.0583333333333333	0.184466196843155	0.941666666666667	0.184466196843155	0	0	0.06	10	1		9	9
HE111	deepseek-coder-33b-instruct	pre	8	3	Q	DeepSeekCoder	19	33.3	125	open	85	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE111	deepseek-coder-33b-instruct	post	8	10	QQ	DeepSeekCoder	19	33.3	125	open	17	0.1	1	0.1	0.0705882352941176	0.223219599541297	0.0411764705882353	0.0962583349696751	0	0	0	0	0.888235294117647	0.314276476943495	0.111764705882353	0.314276476943495	0.888235294117647	0.314276476943495	1	0.1	0.1125	1	0.1	0.1	9	8
HE114	deepseek-coder-33b-instruct	post	5	6	QQ	DeepSeekCoder	19	33.3	125	open	28	0	0	0	0.0428571428571429	0.135526185435788	0.00714285714285714	0.0225876975726313	0	0	0	0	0.95	0.158113883008419	0.05	0.158113883008419	0.95	0.158113883008419	0	0	0.00909090909090909	0	0	0.0846153846153846	10	9
HE120	deepseek-coder-33b-instruct	pre	7	2	S	DeepSeekCoder	19	33.3	125	open	56	0	0	0	0.0160714285714286	0.0341419771421428	0.0732142857142857	0.154406643524901	0.00178571428571429	0.00564692439315782	0.108928571428571	0.229680160637518	0.8	0.421637021355784	0.0892857142857143	0.188230813105261	0.910714285714286	0.188230813105261	0	0	0.15	0	0	0.082	8	8
HE120	deepseek-coder-33b-instruct	post	7	8	NQ	DeepSeekCoder	19	33.3	125	open	48	0	0	0	0.197916666666667	0.356034020516905	0.0354166666666667	0.0581428769137069	0.00833333333333333	0.0175682092231577	0.0583333333333333	0.184466196843155	0.7	0.483045891539648	0.233333333333333	0.403591132792999	0.766666666666667	0.403591132792999	0	0	0.223076923076923	2	0.2	0.233333333333333	7	7
HE127	deepseek-coder-33b-instruct	pre	4	2	Q	DeepSeekCoder	19	33.3	125	open	21	0.1	1	0.1	0.0714285714285714	0.225876975726313	0.0285714285714286	0.0903507902905251	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE127	deepseek-coder-33b-instruct	post	4	5	Q	DeepSeekCoder	19	33.3	125	open	24	0	0	0	0.0916666666666667	0.193250301454734	0.0166666666666667	0.052704627669473	0.00416666666666667	0.0131761569173682	0.0333333333333333	0.105409255338946	0.854166666666667	0.332899022616858	0.108333333333333	0.231740595717936	0.891666666666667	0.231740595717936	0	0	0.04	1	0.1	0.181818181818182	9	8
HE13	deepseek-coder-33b-instruct	pre	5	3	Q	DeepSeekCoder	19	33.3	125	open	47	0	0	0	0.0659574468085106	0.208575760564297	0.0191489361702128	0.0605542530670541	0	0	0	0	0.914893617021277	0.269130013631351	0.0851063829787234	0.269130013631351	0.914893617021277	0.269130013631351	0	0	0	1	0.1	0.1	10	9
HE13	deepseek-coder-33b-instruct	post	5	4	QQ	DeepSeekCoder	19	33.3	125	open	42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE132	deepseek-coder-33b-instruct	pre	7	3	Q	DeepSeekCoder	19	33.3	125	open	363	0	0	0	0.000550964187327824	0.0017423017411396	0.0983471074380165	0.311000860793419	0	0	0.00110192837465565	0.00348460348227921	0.9	0.316227766016838	0.0988980716253443	0.312743162534559	0.901101928374656	0.312743162534559	0	0	0.06	1	0.1	0.1	9	9
HE132	deepseek-coder-33b-instruct	post	7	7	NQ	DeepSeekCoder	19	33.3	125	open	15	0	0	0	0.0266666666666667	0.0843274042711568	0.0266666666666667	0.0843274042711568	0.0133333333333333	0.0421637021355784	0.0333333333333333	0.105409255338946	0.9	0.316227766016838	0.0533333333333333	0.168654808542314	0.946666666666667	0.168654808542314	0	0	0.0583333333333333	1	0.1	0.1	9	9
HE136	deepseek-coder-33b-instruct	post	11	13	NQ	DeepSeekCoder	19	33.3	125	open	18	0	0	0	0.1	0.163131226263298	0.0722222222222222	0.117267705177686	0.0222222222222222	0.0468485579284204	0.0277777777777778	0.070516417646888	0.777777777777778	0.374055738457855	0.172222222222222	0.280174842530216	0.827777777777778	0.280174842530216	0	0	0.164285714285714	10	1		9	7
HE138	deepseek-coder-33b-instruct	post	13	14	NQ	DeepSeekCoder	19	33.3	125	open	49	0	0	0	0.0816326530612245	0.258145115115786	0.00408163265306122	0.0129072557557893	0.0142857142857143	0.0451753951452626	0	0	0.9	0.316227766016838	0.0857142857142857	0.271052370871575	0.914285714285714	0.271052370871575	0	0	0.0833333333333333	1	0.1	0.1	9	9
HE140	deepseek-coder-33b-instruct	post	6	13	NQ	DeepSeekCoder	19	33.3	125	open	106	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE141	deepseek-coder-33b-instruct	post	4	5	NQ	DeepSeekCoder	19	33.3	125	open	609	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE151	deepseek-coder-33b-instruct	post	4	5	QQ	DeepSeekCoder	19	33.3	125	open	70	0	0	0	0.08	0.25298221281347	0	0	0	0	0	0	0.92	0.25298221281347	0.08	0.25298221281347	0.92	0.25298221281347	0	0	0	1	0.1	0.1	10	9
HE158	deepseek-coder-33b-instruct	post	5	7	NQ	DeepSeekCoder	19	33.3	125	open	43	0	0	0	0.0720930232558139	0.22797815689586	0.00232558139534884	0.00735413409341484	0.0162790697674419	0.0514789386539039	0.00232558139534884	0.00735413409341484	0.906976744186046	0.294165363736593	0.0744186046511628	0.235332290989275	0.925581395348837	0.235332290989275	0	0	0.0428571428571429	1	0.1	0.1	10	9
HE16	deepseek-coder-33b-instruct	post	6	5	Q	DeepSeekCoder	19	33.3	125	open	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE160	deepseek-coder-33b-instruct	pre	8	4	Q	DeepSeekCoder	19	33.3	125	open	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE160	deepseek-coder-33b-instruct	post	8	8	NQ	DeepSeekCoder	19	33.3	125	open	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE161	deepseek-coder-33b-instruct	post	5	6	QQ	DeepSeekCoder	19	33.3	125	open	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE20	deepseek-coder-33b-instruct	pre	5	2	S	DeepSeekCoder	19	33.3	125	open	29	0.2	2	0.2	0.16551724137931	0.26799116176173	0.113793103448276	0.185374897320215	0	0	0	0	0.720689655172414	0.453243911816684	0.279310344827586	0.453243911816684	0.720689655172414	0.453243911816684	2	0.2	0.2	3	0.3	0.3	8	7
HE20	deepseek-coder-33b-instruct	post	5	3	QQ	DeepSeekCoder	19	33.3	125	open	28	0	0	0	0.075	0.237170824512628	0.0178571428571429	0.0564692439315782	0	0	0.00714285714285714	0.0225876975726313	0.9	0.316227766016838	0.0928571428571429	0.293640068444207	0.907142857142857	0.293640068444207	0	0	0.0818181818181818	1	0.1	0.1	9	9
HE21	deepseek-coder-33b-instruct	post	6	6	NQ	DeepSeekCoder	19	33.3	125	open	59	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE24	deepseek-coder-33b-instruct	pre	3	1	S	DeepSeekCoder	19	33.3	125	open	31	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE24	deepseek-coder-33b-instruct	post	3	2	Q	DeepSeekCoder	19	33.3	125	open	35	0	0	0	0.0828571428571429	0.262017291842523	0.0142857142857143	0.0451753951452626	0.00285714285714286	0.00903507902905251	0	0	0.9	0.316227766016838	0.0971428571428571	0.307192686987785	0.902857142857143	0.307192686987785	1	0.1	0.1	1	0.1	0.1	9	9
HE30	deepseek-coder-33b-instruct	post	6	5	Q	DeepSeekCoder	19	33.3	125	open	14	0	0	0	0.0428571428571429	0.135526185435788	0.0571428571428571	0.120467720387367	0	0	0.1	0.233770242069211	0.8	0.421637021355784	0.1	0.233770242069211	0.9	0.233770242069211	0	0	0.0727272727272727	10	1		8	8
HE37	deepseek-coder-33b-instruct	post	3	2	S	DeepSeekCoder	19	33.3	125	open	43	0	0	0	0	0	0.00930232558139535	0.0294165363736593	0	0	0	0	0.990697674418605	0.0294165363736594	0.00930232558139535	0.0294165363736593	0.990697674418605	0.0294165363736594	0	0	0.025	0	0	0	10	9
HE42	deepseek-coder-33b-instruct	post	8	10	NQ	DeepSeekCoder	19	33.3	125	open	81	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE43	deepseek-coder-33b-instruct	post	8	8	QQ	DeepSeekCoder	19	33.3	125	open	28	0	0	0	0.0464285714285714	0.146820034222103	0.00357142857142857	0.0112938487863156	0.0107142857142857	0.0338815463589469	0.00357142857142857	0.0112938487863156	0.935714285714286	0.203289278153682	0.05	0.158113883008419	0.95	0.158113883008419	0	0	0.025	0	0	0.0611111111111111	10	9
HE45	deepseek-coder-33b-instruct	pre	1	2	S	DeepSeekCoder	19	33.3	125	open	10	0.1	1	0.1	0.05	0.158113883008419	0.05	0.158113883008419	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE45	deepseek-coder-33b-instruct	post	1	1	S	DeepSeekCoder	19	33.3	125	open	10	0.1	1	0.1	0.06	0.189736659610103	0.04	0.126491106406735	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE50	deepseek-coder-33b-instruct	post	2	3	NQ	DeepSeekCoder	19	33.3	125	open	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE57	deepseek-coder-33b-instruct	post	3	3	S	DeepSeekCoder	19	33.3	125	open	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE60	deepseek-coder-33b-instruct	pre	2	1	S	DeepSeekCoder	19	33.3	125	open	7	0	0	0	0	0	0.0142857142857143	0.0451753951452626	0	0	0	0	0.985714285714286	0.0451753951452626	0.0142857142857143	0.0451753951452626	0.985714285714286	0.0451753951452626	0	0	0	1	0.1	0.1	10	9
HE60	deepseek-coder-33b-instruct	post	2	1	Q	DeepSeekCoder	19	33.3	125	open	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE65	deepseek-coder-33b-instruct	pre	3	2	S	DeepSeekCoder	19	33.3	125	open	13	0	0	0	0.0384615384615385	0.12162606385263	0	0	0	0	0	0	0.961538461538462	0.12162606385263	0.0384615384615385	0.12162606385263	0.961538461538462	0.12162606385263	0	0	0	1	0.1	0.1	10	9
HE65	deepseek-coder-33b-instruct	post	3	2	NQ	DeepSeekCoder	19	33.3	125	open	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE71	deepseek-coder-33b-instruct	post	5	5	QQ	DeepSeekCoder	19	33.3	125	open	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE73	deepseek-coder-33b-instruct	post	5	4	NQ	DeepSeekCoder	19	33.3	125	open	78	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE74	deepseek-coder-33b-instruct	pre	5	4	Q	DeepSeekCoder	19	33.3	125	open	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE74	deepseek-coder-33b-instruct	post	5	4	Q	DeepSeekCoder	19	33.3	125	open	16	0.1	1	0.1	0.0625	0.197642353760524	0.0375	0.118585412256314	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	10	1		9	9
HE80	deepseek-coder-33b-instruct	pre	6	2	Q	DeepSeekCoder	19	33.3	125	open	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE80	deepseek-coder-33b-instruct	post	6	5	Q	DeepSeekCoder	19	33.3	125	open	16	0.1	1	0.1	0.0625	0.197642353760524	0.0375	0.118585412256314	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	10	1		9	9
HE84	deepseek-coder-33b-instruct	pre	2	1	S	DeepSeekCoder	19	33.3	125	open	8	0	0	0	0.0125	0.0395284707521047	0	0	0	0	0	0	0.9875	0.0395284707521047	0.0125	0.0395284707521047	0.9875	0.0395284707521047	0	0	0	1	0.1	0.1	10	9
HE84	deepseek-coder-33b-instruct	post	2	5	NQ	DeepSeekCoder	19	33.3	125	open	13	0	0	0	0.0384615384615385	0.12162606385263	0.0307692307692308	0.097300851082104	0	0	0.0307692307692308	0.097300851082104	0.9	0.316227766016838	0.0692307692307692	0.218926914934734	0.930769230769231	0.218926914934734	0	0	0.06	1	0.1	0.1	9	9
HE86	deepseek-coder-33b-instruct	post	4	2	NQ	DeepSeekCoder	19	33.3	125	open	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE90	deepseek-coder-33b-instruct	pre	3	1	S	DeepSeekCoder	19	33.3	125	open	50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE90	deepseek-coder-33b-instruct	post	3	1	S	DeepSeekCoder	19	33.3	125	open	42	0	0	0	0.0547619047619048	0.17317234805684	0.019047619047619	0.0602338601936834	0	0	0.0261904761904762	0.0828215577663147	0.9	0.316227766016838	0.0738095238095238	0.233406208250523	0.926190476190476	0.233406208250523	0	0	0.0846153846153846	0	0	0.064	9	9
HE99	deepseek-coder-33b-instruct	pre	7	2	S	DeepSeekCoder	19	33.3	125	open	15	0	0	0	0.0266666666666667	0.0843274042711568	0.00666666666666667	0.0210818510677892	0	0	0	0	0.966666666666667	0.105409255338946	0.0333333333333333	0.105409255338946	0.966666666666667	0.105409255338946	0	0	0	1	0.1	0.1	10	9
HE99	deepseek-coder-33b-instruct	post	7	3	S	DeepSeekCoder	19	33.3	125	open	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE0	gemini-1.5-flash	post	5	4	QQ	Gemini1.5	18			proprietary	33	1	10	1	0.878787878787879	0	0.121212121212121	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE1	gemini-1.5-flash	pre	5	9	NQ	Gemini1.5	18			proprietary	222	0	0	0	0.0153153153153153	0.0023261161238483	0.707207207207207	0.318700546762906	0.274774774774775	0.318700546762906	0.0027027027027027	0.0023261161238483	0	0	0.722522522522522	0.316380297884185	0.277477477477477	0.316380297884185	0	0	0.745454545454545	0	0	0.721327014218009	0	0
HE1	gemini-1.5-flash	post	5	6	NQ	Gemini1.5	18			proprietary	11	0	0	0	0.545454545454545	0	0.190909090909091	0.0287479787288034	0.245454545454545	0.0439132628672407	0	0	0.0181818181818182	0.0383306383050713	0.736363636363636	0.0287479787288035	0.263636363636364	0.0287479787288034	0	0	0.788888888888889	10	1		2	0
HE101	gemini-1.5-flash	pre	9	7	NQ	Gemini1.5	18			proprietary	519	0.1	1	0.1	0.330250481695568	0.373280272778023	0.117533718689788	0.0112349747492202	0.0134874759152216	0.0112349747492202	0.538728323699422	0.373280272778023	0	0	0.447784200385356	0.372497065263073	0.552215799614644	0.372497065263073	1	0.1	0.616666666666667	1	0.1	0.443786982248521	0	0
HE101	gemini-1.5-flash	post	9	6	QQ	Gemini1.5	18			proprietary	463	0	0	0	0.200863930885529	0	0.0151187904967603	0	0	0	0.784017278617711	0	0	0	0.215982721382289	0	0.784017278617711	0	0	0	0.769230769230769	0	0	0.194630872483221	0	0
HE104	gemini-1.5-flash	pre	6	2	S	Gemini1.5	18			proprietary	25	1	10	1	0.24	0	0.76	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE104	gemini-1.5-flash	post	6	5	QQ	Gemini1.5	18			proprietary	15	0.6	6	0.6	0.6	0	0.346666666666667	0.0688530372659096	0.0533333333333333	0.0688530372659096	0	0	0	0	0.946666666666667	0.0688530372659096	0.0533333333333333	0.0688530372659096	6	0.6	0.96	10	1	1	0	0
HE108	gemini-1.5-flash	post	2	3	NQ	Gemini1.5	18			proprietary	12	0	0	0	0.283333333333333	0.0702728368926307	0.316666666666667	0.0351364184463153	0.1	0.0351364184463153	0.3	0.0702728368926306	0	0	0.6	0.0351364184463153	0.4	0.0351364184463153	0	0	0.62	10	1		0	0
HE111	gemini-1.5-flash	pre	8	3	Q	Gemini1.5	18			proprietary	85	1	10	1	0.117647058823529	0	0.882352941176471	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE111	gemini-1.5-flash	post	8	10	QQ	Gemini1.5	18			proprietary	17	1	10	1	0.705882352941177	0	0.294117647058824	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE114	gemini-1.5-flash	post	5	6	QQ	Gemini1.5	18			proprietary	28	0.4	4	0.4	0.635714285714286	0.129099444873581	0.214285714285714	0	0	0	0.15	0.129099444873581	0	0	0.85	0.129099444873581	0.15	0.129099444873581	4	0.4	0.836363636363636	4	0.4	0.815384615384615	0	0
HE120	gemini-1.5-flash	pre	7	2	S	Gemini1.5	18			proprietary	56	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE120	gemini-1.5-flash	post	7	8	NQ	Gemini1.5	18			proprietary	48	0	0	0	0.854166666666667	0	0.104166666666667	0	0.0416666666666667	0	0	0	0	0	0.958333333333333	0	0.0416666666666667	0	0	0	0.846153846153846	10	1	1	0	0
HE127	gemini-1.5-flash	pre	4	2	Q	Gemini1.5	18			proprietary	21	0.4	4	0.4	0.685714285714286	0.0245903704521106	0.285714285714286	0	0	0	0.0285714285714286	0.0245903704521106	0	0	0.971428571428571	0.0245903704521106	0.0285714285714286	0.0245903704521106	4	0.4	0.88	10	1	1	0	0
HE127	gemini-1.5-flash	post	4	5	Q	Gemini1.5	18			proprietary	24	0.8	8	0.8	0.783333333333333	0.0175682092231576	0.208333333333333	0	0	0	0.00833333333333333	0.0175682092231577	0	0	0.991666666666667	0.0175682092231576	0.00833333333333333	0.0175682092231577	8	0.8	0.98	10	1	1	0	0
