task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error	Cond	Model	Open model	Difficulty	CC_prog	CC_sol
HEx20	gpt-4o	post	5	3	QQ	GPT4o	4			proprietary	28	0.9	9	0.9	0.760714285714286	0.191995429367366	0.175	0.0112938487863156	0.00357142857142857	0.0112938487863156	0.0607142857142857	0.191995429367366	0	0	0.935714285714286	0.203289278153682	0.0642857142857143	0.203289278153682	9	0.9	0.927272727272727	9	0.9	0.935714285714286	0	0	Post	GPT4o	No	QQ	Low	Low
HEx24	gpt-4o	pre	3	1	S	GPT4o	4			proprietary	31	1	10	1	0.806451612903226	0	0.193548387096774	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	S	Low	Low
HEx24	gpt-4o	post	3	2	Q	GPT4o	4			proprietary	35	0.7	7	0.7	0.828571428571429	0	0.157142857142857	0.0277664375945014	0.00571428571428571	0.018070158058105	0	0	0.00857142857142857	0.0138013111868471	0.985714285714286	0.0277664375945014	0.0142857142857143	0.0277664375945014	7	0.7	0.958333333333333	10	1	1	3	0	Post	GPT4o	No	Q	Low	Low
HEx30	gpt-4o	post	6	5	Q	GPT4o	4			proprietary	14	1	10	1	0.714285714285714	0	0.285714285714286	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	GPT4o	No	Q	High	Low
HEx37	gpt-4o	post	3	2	S	GPT4o	4			proprietary	43	0.2	2	0.2	0.86046511627907	0	0.102325581395349	0.0196110242491062	0	0	0	0	0.0372093023255814	0.0196110242491062	0.962790697674419	0.0196110242491062	0.0372093023255814	0.0196110242491062	2	0.2	0.866666666666667	10	1	1	8	0	Post	GPT4o	No	S	Low	Low
HEx43	gpt-4o	post	8	8	QQ	GPT4o	4			proprietary	29	0.1	1	0.1	0.606896551724138	0.0654264343483113	0.206896551724138	0	0	0	0.186206896551724	0.0654264343483113	0	0	0.813793103448276	0.0654264343483113	0.186206896551724	0.0654264343483113	1	0.1	0.9	1	0.1	0.75	0	0	Post	GPT4o	No	QQ	High	High
HEx45	gpt-4o	pre	1	2	S	GPT4o	4			proprietary	10	1	10	1	0.5	0	0.5	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	S	Low	Low
HEx45	gpt-4o	post	1	1	S	GPT4o	4			proprietary	10	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4o	No	S	Low	Low
HEx50	gpt-4o	post	2	3	NQ	GPT4o	4			proprietary	22	0.5	5	0.5	0.468181818181818	0.0431219680932052	0.5	0	0	0	0.0272727272727273	0.0317820863081864	0.00454545454545455	0.0143739893644017	0.968181818181818	0.0431219680932052	0.0318181818181818	0.0431219680932052	9	0.9	0.978571428571429	6	0.6	0.6	1	0	Post	GPT4o	No	NQ	Low	Low
HEx60	gpt-4o	pre	2	1	S	GPT4o	4			proprietary	7	1	10	1	0.428571428571429	0	0.571428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	S	Low	Low
HEx60	gpt-4o	post	2	1	Q	GPT4o	4			proprietary	10	0.1	1	0.1	0.51	0.0316227766016838	0.4	0	0	0	0.09	0.0316227766016838	0	0	0.91	0.0316227766016838	0.09	0.0316227766016838	1	0.1	0.8875	10	1		0	0	Post	GPT4o	No	Q	Low	Low
HEx65	gpt-4o	pre	3	2	S	GPT4o	4			proprietary	13	1	10	1	0.769230769230769	0	0.230769230769231	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	S	Low	Low
HEx65	gpt-4o	post	3	2	NQ	GPT4o	4			proprietary	25	0.6	6	0.6	0.656	0.0337309617084627	0.312	0.0168654808542313	0.008	0.0168654808542314	0.024	0.0337309617084627	0	0	0.968	0.0491709037722287	0.032	0.0491709037722287	6	0.6	0.977777777777778	8	0.8	0.933333333333333	0	0	Post	GPT4o	No	NQ	Low	Low
HEx71	gpt-4o	post	5	5	QQ	GPT4o	4			proprietary	18	0.7	7	0.7	0.705555555555555	0.0268358828633138	0.277777777777778	0	0	0	0	0	0.0166666666666667	0.0268358828633138	0.983333333333333	0.0268358828633138	0.0166666666666667	0.0268358828633138	7	0.7	0.972727272727273	10	1	1	3	0	Post	GPT4o	No	QQ	Low	Low
HEx74	gpt-4o	pre	5	4	Q	GPT4o	4			proprietary	9	1	10	1	0.444444444444444	0	0.555555555555556	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	Q	Low	Low
HEx74	gpt-4o	post	5	4	Q	GPT4o	4			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	GPT4o	No	Q	Low	Low
HEx80	gpt-4o	post	6	5	Q	GPT4o	4			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	GPT4o	No	Q	High	Low
HEx84	gpt-4o	pre	2	1	S	GPT4o	4			proprietary	8	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	S	Low	Low
HEx84	gpt-4o	post	2	5	NQ	GPT4o	4			proprietary	13	1	10	1	0.692307692307692	0	0.307692307692308	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4o	No	NQ	Low	Low
HEx86	gpt-4o	post	4	2	NQ	GPT4o	4			proprietary	15	0.9	9	0.9	0.506666666666667	0.0843274042711568	0.466666666666667	0	0	0	0	0	0.0266666666666667	0.0843274042711568	0.973333333333333	0.0843274042711568	0.0266666666666667	0.0843274042711568	9	0.9	0.963636363636364	10	1		1	0	Post	GPT4o	No	NQ	Low	Low
HEx90	gpt-4o	pre	3	1	S	GPT4o	4			proprietary	50	0.8	8	0.8	0.696	0.0505964425626941	0.28	0	0	0	0.024	0.0505964425626941	0	0	0.976	0.0505964425626941	0.024	0.0505964425626941	8	0.8	0.966666666666667	8	0.8	0.977272727272727	0	0	Pre	GPT4o	No	S	Low	Low
HEx90	gpt-4o	post	3	1	S	GPT4o	4			proprietary	42	1	10	1	0.80952380952381	0	0.19047619047619	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4o	No	S	Low	Low
HEx99	gpt-4o	pre	7	2	S	GPT4o	4			proprietary	15	1	10	1	0.466666666666667	0	0.533333333333333	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	S	High	Low
HEx99	gpt-4o	post	7	3	S	GPT4o	4			proprietary	20	0.8	8	0.8	0.79	0.0210818510677892	0.195	0.0158113883008419	0.005	0.0158113883008419	0.01	0.0210818510677892	0	0	0.985	0.0337474278855276	0.015	0.0337474278855276	8	0.8	0.985714285714286	10	1	1	0	0	Post	GPT4o	No	S	High	Low
HEx0	Hermes-2-Theta-Llama-3-70B	post	5	4	QQ	Hermes2		70.6		open	33	0.5	5	0.5	0.5	0.438260467675084	0.0606060606060606	0.0638843971751188	0	0	0	0	0.439393939393939	0.497160594033322	0.560606060606061	0.497160594033322	0.439393939393939	0.497160594033322	5	0.5	0.5	6	0.6	0.6	5	4	Post	Hermes2	Yes	QQ	Low	Low
HEx101	Hermes-2-Theta-Llama-3-70B	post	9	6	QQ	Hermes2		70.6		open	463	0.1	1	0.1	0.452915766738661	0.479297891227142	0.0060475161987041	0.00780730984116686	0	0	0.0375809935205184	0.0605111484002151	0.503455723542117	0.523505019274122	0.458963282937365	0.485462507178821	0.541036717062635	0.485462507178821	4	0.4	0.4	2	0.2	0.461073825503356	6	5	Post	Hermes2	Yes	QQ	High	High
HEx104	Hermes-2-Theta-Llama-3-70B	pre	6	2	S	Hermes2		70.6		open	25	0.5	5	0.5	0.128	0.120443624433453	0.436	0.380152016377075	0	0	0	0	0.436	0.497621007059255	0.564	0.497621007059255	0.436	0.497621007059255	5	0.5	0.5	6	0.6	0.6	5	4	Pre	Hermes2	Yes	S	High	Low
HEx104	Hermes-2-Theta-Llama-3-70B	post	6	5	QQ	Hermes2		70.6		open	15	0.2	2	0.2	0.193333333333333	0.25810324281306	0.12	0.193218356615859	0	0	0.0133333333333333	0.0421637021355784	0.673333333333333	0.467670877201816	0.313333333333333	0.447820510781433	0.686666666666667	0.447820510781433	3	0.3	0.3	4	0.4	0.4	7	5	Post	Hermes2	Yes	QQ	High	Low
HEx111	Hermes-2-Theta-Llama-3-70B	pre	8	3	Q	Hermes2		70.6		open	85	0.4	4	0.4	0.0470588235294118	0.0607526799405085	0.352941176470588	0.455645099553814	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Pre	Hermes2	Yes	Q	High	Low
HEx111	Hermes-2-Theta-Llama-3-70B	post	8	10	QQ	Hermes2		70.6		open	17	0.4	4	0.4	0.282352941176471	0.364516079643051	0.117647058823529	0.151881699851271	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Post	Hermes2	Yes	QQ	High	High
HEx114	Hermes-2-Theta-Llama-3-70B	post	5	6	QQ	Hermes2		70.6		open	28	0.4	4	0.4	0.314285714285714	0.405741112459825	0.0857142857142857	0.110656667034498	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Post	Hermes2	Yes	QQ	Low	High
HEx120	Hermes-2-Theta-Llama-3-70B	pre	7	2	S	Hermes2		70.6		open	56	0.3	3	0.3	0.1875	0.30190368221228	0.1125	0.181142209327368	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7	Pre	Hermes2	Yes	S	High	Low
HEx127	Hermes-2-Theta-Llama-3-70B	pre	4	2	Q	Hermes2		70.6		open	21	0.1	1	0.1	0.261904761904762	0.339882747704188	0.104761904761905	0.138013111868471	0	0	0.00952380952380952	0.0200779533978945	0.623809523809524	0.490499305974023	0.366666666666667	0.477273899778128	0.633333333333333	0.477273899778129	1	0.1	0.26	4	0.4	0.4	7	6	Pre	Hermes2	Yes	Q	Low	Low
HEx13	Hermes-2-Theta-Llama-3-70B	pre	5	3	Q	Hermes2		70.6		open	47	0.3	3	0.3	0.21063829787234	0.339159881293795	0.0893617021276596	0.143886010245853	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7	Pre	Hermes2	Yes	Q	Low	Low
HEx13	Hermes-2-Theta-Llama-3-70B	post	5	4	QQ	Hermes2		70.6		open	42	0.2	2	0.2	0.388095238095238	0.413468451325944	0.0571428571428571	0.0737711113563317	0	0	0.0285714285714286	0.0690065559342354	0.526190476190476	0.505506339335213	0.445238095238095	0.476329344830641	0.554761904761905	0.476329344830641	2	0.2	0.333333333333333	3	0.3	0.480645161290323	6	5	Post	Hermes2	Yes	QQ	Low	Low
HEx132	Hermes-2-Theta-Llama-3-70B	pre	7	3	Q	Hermes2		70.6		open	363	0.2	2	0.2	0.00385674931129477	0.00689622896437781	0.393388429752066	0.507862279006813	0	0	0.00165289256198347	0.00371872483587081	0.601101928374656	0.514985020457121	0.397245179063361	0.512863517514145	0.602754820936639	0.512863517514145	2	0.2	0.3	4	0.4	0.4	7	6	Pre	Hermes2	Yes	Q	High	Low
HEx151	Hermes-2-Theta-Llama-3-70B	post	4	5	QQ	Hermes2		70.6		open	70	0.4	4	0.4	0.36	0.46475800154489	0.04	0.0516397779494322	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Post	Hermes2	Yes	QQ	Low	Low
HEx20	Hermes-2-Theta-Llama-3-70B	pre	5	2	S	Hermes2		70.6		open	29	0.3	3	0.3	0.224137931034483	0.290897718042385	0.155172413793103	0.202540346973633	0	0	0	0	0.620689655172414	0.493316407675286	0.379310344827586	0.493316407675286	0.620689655172414	0.493316407675286	3	0.3	0.3	4	0.4	0.4	7	6	Pre	Hermes2	Yes	S	Low	Low
HEx20	Hermes-2-Theta-Llama-3-70B	post	5	3	QQ	Hermes2		70.6		open	28	0.4	4	0.4	0.328571428571429	0.424183890298908	0.0714285714285714	0.0922138891954147	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Post	Hermes2	Yes	QQ	Low	Low
HEx24	Hermes-2-Theta-Llama-3-70B	post	3	2	Q	Hermes2		70.6		open	35	0.2	2	0.2	0.165714285714286	0.349356389123364	0.0342857142857143	0.0722806322324201	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Post	Hermes2	Yes	Q	Low	Low
HEx30	Hermes-2-Theta-Llama-3-70B	post	6	5	Q	Hermes2		70.6		open	14	0.1	1	0.1	0.128571428571429	0.237618570473803	0.0714285714285714	0.116642368703961	0.0142857142857143	0.0301169300968417	0.0857142857142857	0.18070158058105	0.7	0.483045891539648	0.2	0.34960294939005	0.8	0.34960294939005	1	0.1	0.190909090909091	10	1		7	7	Post	Hermes2	Yes	Q	High	Low
HEx37	Hermes-2-Theta-Llama-3-70B	post	3	2	S	Hermes2		70.6		open	43	0.2	2	0.2	0.258139534883721	0.41564413923179	0.0372093023255814	0.0612354035911054	0	0	0	0	0.704651162790698	0.475725261435133	0.295348837209302	0.475725261435133	0.704651162790698	0.475725261435133	2	0.2	0.283333333333333	3	0.3	0.3	8	7	Post	Hermes2	Yes	S	Low	Low
HEx45	Hermes-2-Theta-Llama-3-70B	pre	1	2	S	Hermes2		70.6		open	10	0.2	2	0.2	0.1	0.210818510677892	0.1	0.210818510677892	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Pre	Hermes2	Yes	S	Low	Low
HEx45	Hermes-2-Theta-Llama-3-70B	post	1	1	S	Hermes2		70.6		open	10	0.3	3	0.3	0.19	0.284604989415154	0.12	0.193218356615859	0	0	0	0	0.69	0.477144282860716	0.31	0.477144282860716	0.69	0.477144282860716	3	0.3	0.3	4	0.4	0.4	7	6	Post	Hermes2	Yes	S	Low	Low
HEx60	Hermes-2-Theta-Llama-3-70B	pre	2	1	S	Hermes2		70.6		open	7	0.2	2	0.2	0.0857142857142857	0.18070158058105	0.142857142857143	0.233284737407922	0	0	0	0	0.771428571428571	0.410740164816149	0.228571428571429	0.410740164816149	0.771428571428571	0.410740164816149	2	0.2	0.2	4	0.4	0.4	8	6	Pre	Hermes2	Yes	S	Low	Low
HEx60	Hermes-2-Theta-Llama-3-70B	post	2	1	Q	Hermes2		70.6		open	10	0.4	4	0.4	0.3	0.298142396999972	0.23	0.200277585143997	0.01	0.0316227766016838	0.06	0.157762127549323	0.4	0.516397779494322	0.53	0.490011337737313	0.47	0.490011337737313	4	0.4	0.525	10	1		4	4	Post	Hermes2	Yes	Q	Low	Low
HEx65	Hermes-2-Theta-Llama-3-70B	pre	3	2	S	Hermes2		70.6		open	13	0.4	4	0.4	0.307692307692308	0.397229061149479	0.0923076923076923	0.119168718344844	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Pre	Hermes2	Yes	S	Low	Low
HEx65	Hermes-2-Theta-Llama-3-70B	post	3	2	NQ	Hermes2		70.6		open	24	0.1	1	0.1	0.216666666666667	0.285854793493065	0.120833333333333	0.156458194629322	0.0125	0.0201269121474853	0.05	0.0874007373475126	0.6	0.516397779494322	0.3375	0.441155364418881	0.6625	0.441155364418881	1	0.1	0.347058823529412	1	0.1	0.233333333333333	6	6	Post	Hermes2	Yes	NQ	Low	Low
HEx74	Hermes-2-Theta-Llama-3-70B	pre	5	4	Q	Hermes2		70.6		open	9	0.3	3	0.3	0.144444444444444	0.209840229247634	0.188888888888889	0.256867272361477	0	0	0	0	0.666666666666667	0.462592444325807	0.333333333333333	0.462592444325807	0.666666666666667	0.462592444325807	3	0.3	0.3125	5	0.5	0.5	7	4	Pre	Hermes2	Yes	Q	Low	Low
HEx74	Hermes-2-Theta-Llama-3-70B	post	5	4	Q	Hermes2		70.6		open	16	0.3	3	0.3	0.1875	0.30190368221228	0.1125	0.181142209327368	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	10	1		7	7	Post	Hermes2	Yes	Q	Low	Low
HEx80	Hermes-2-Theta-Llama-3-70B	pre	6	2	Q	Hermes2		70.6		open	10	0.1	1	0.1	0.11	0.191195071996	0.21	0.251440295541948	0	0	0.1	0.169967317119759	0.58	0.502880591083896	0.32	0.413118223595458	0.68	0.413118223595458	1	0.1	0.3125	2	0.2	0.35	6	5	Pre	Hermes2	Yes	Q	High	Low
HEx80	Hermes-2-Theta-Llama-3-70B	post	6	5	Q	Hermes2		70.6		open	16	0.2	2	0.2	0.125	0.263523138347365	0.075	0.158113883008419	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	10	1		8	8	Post	Hermes2	Yes	Q	High	Low
HEx84	Hermes-2-Theta-Llama-3-70B	pre	2	1	S	Hermes2		70.6		open	8	0.4	4	0.4	0.2625	0.314300369427435	0.15	0.193649167310371	0	0	0	0	0.5875	0.507068097552543	0.4125	0.507068097552543	0.5875	0.507068097552543	4	0.4	0.4	5	0.5	0.5	6	5	Pre	Hermes2	Yes	S	Low	Low
HEx84	Hermes-2-Theta-Llama-3-70B	post	2	5	NQ	Hermes2		70.6		open	13	0.5	5	0.5	0.353846153846154	0.357506155034531	0.153846153846154	0.16216808513684	0	0	0	0	0.492307692307692	0.519444400496435	0.507692307692308	0.519444400496435	0.492307692307692	0.519444400496435	5	0.5	0.5	6	0.6	0.6	5	4	Post	Hermes2	Yes	NQ	Low	Low
HEx90	Hermes-2-Theta-Llama-3-70B	pre	3	1	S	Hermes2		70.6		open	50	0.2	2	0.2	0.174	0.302588829932633	0.084	0.135252849631101	0	0	0.042	0.132815661727072	0.7	0.483045891539648	0.258	0.43085960590429	0.742	0.43085960590429	2	0.2	0.283333333333333	2	0.2	0.254545454545455	7	7	Pre	Hermes2	Yes	S	Low	Low
HEx90	Hermes-2-Theta-Llama-3-70B	post	3	1	S	Hermes2		70.6		open	42	0.2	2	0.2	0.161904761904762	0.341325207764206	0.0380952380952381	0.0803118135915779	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Post	Hermes2	Yes	S	Low	Low
HEx99	Hermes-2-Theta-Llama-3-70B	pre	7	2	S	Hermes2		70.6		open	15	0.1	1	0.1	0.106666666666667	0.166888740937943	0.0733333333333333	0.164654520469713	0	0	0.02	0.0632455532033676	0.8	0.322030594359765	0.18	0.319026296373477	0.82	0.319026296373477	1	0.1	0.1	3	0.3	0.34	9	6	Pre	Hermes2	Yes	S	High	Low
HEx0	Meta-Llama-3-70B-Instruct	post	5	4	QQ	Llama3	24	70.6	263	open	33	0.7	7	0.7	0.615151515151515	0.424494874383327	0.0848484848484849	0.058551017156321	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3	Post	Llama3	Yes	QQ	Low	Low
HEx1	Meta-Llama-3-70B-Instruct	pre	5	9	NQ	Llama3	24	70.6	263	open	222	0.1	1	0.1	0.00855855855855856	0.00778756905699095	0.394594594594595	0.427662843979616	0.194594594594595	0.309205790426774	0.00225225225225225	0.00318516568102048	0.4	0.516397779494322	0.403153153153153	0.433911852467674	0.596846846846847	0.433911852467674	1	0.1	0.463636363636364	1	0.1	0.4	4	4	Pre	Llama3	Yes	NQ	Low	High
HEx104	Meta-Llama-3-70B-Instruct	pre	6	2	S	Llama3	24	70.6	263	open	25	0.3	3	0.3	0.072	0.115931013969516	0.228	0.367114877570132	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7	Pre	Llama3	Yes	S	High	Low
HEx111	Meta-Llama-3-70B-Instruct	pre	8	3	Q	Llama3	24	70.6	263	open	85	0.6	6	0.6	0.0788235294117647	0.0554732184933553	0.608235294117647	0.420726016099358	0	0	0	0	0.312941176470588	0.475794727626705	0.687058823529412	0.475794727626705	0.312941176470588	0.475794727626705	6	0.6	0.6	7	0.7	0.7	4	3	Pre	Llama3	Yes	Q	High	Low
HEx111	Meta-Llama-3-70B-Instruct	post	8	10	QQ	Llama3	24	70.6	263	open	17	0.3	3	0.3	0.211764705882353	0.340973570498575	0.0882352941176471	0.142072321041073	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7	Post	Llama3	Yes	QQ	High	High
HEx114	Meta-Llama-3-70B-Instruct	post	5	6	QQ	Llama3	24	70.6	263	open	28	0.2	2	0.2	0.278571428571429	0.36607868750062	0.0857142857142857	0.110656667034498	0	0	0.0357142857142857	0.0824786098842323	0.6	0.516397779494322	0.364285714285714	0.475237140947606	0.635714285714286	0.475237140947606	3	0.3	0.372727272727273	2	0.2	0.346153846153846	6	6	Post	Llama3	Yes	QQ	Low	High
HEx120	Meta-Llama-3-70B-Instruct	pre	7	2	S	Llama3	24	70.6	263	open	56	0.6	6	0.6	0.4125	0.294922306153106	0.2625	0.181142209327368	0	0	0.025	0.0790569415042095	0.3	0.483045891539648	0.675	0.472140515807176	0.325	0.472140515807176	6	0.6	0.683333333333333	6	0.6	0.674	3	3	Pre	Llama3	Yes	S	High	Low
HEx13	Meta-Llama-3-70B-Instruct	pre	5	3	Q	Llama3	24	70.6	263	open	47	0.7	7	0.7	0.491489361702128	0.339159881293795	0.208510638297872	0.143886010245853	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3	Pre	Llama3	Yes	Q	Low	Low
HEx132	Meta-Llama-3-70B-Instruct	pre	7	3	Q	Llama3	24	70.6	263	open	363	0.2	2	0.2	0.00716253443526171	0.00725378059068191	0.590082644628099	0.507862279006813	0	0	0.00275482093663912	0.00449860375166791	0.4	0.516397779494322	0.597245179063361	0.514041024025247	0.402754820936639	0.514041024025247	2	0.2	0.5	6	0.6	0.6	4	4	Pre	Llama3	Yes	Q	High	Low
HEx140	Meta-Llama-3-70B-Instruct	post	6	13	NQ	Llama3	24	70.6	263	open	106	0.1	1	0.1	0.181132075471698	0.307334237099901	0.0207547169811321	0.0269781265277072	0.00188679245283019	0.00397770774863947	0.19622641509434	0.322409101381971	0.6	0.516397779494322	0.20188679245283	0.329490126593808	0.79811320754717	0.329490126593808	1	0.1	0.291666666666667	1	0.1	0.185869565217391	6	6	Post	Llama3	Yes	NQ	High	High
HEx141	Meta-Llama-3-70B-Instruct	post	4	5	NQ	Llama3	24	70.6	263	open	609	0.2	2	0.2	0.615435139573071	0.48128362355871	0.00853858784893268	0.00529540738804502	0.000492610837438424	0.000793178803841786	0.0205254515599343	0.0609264492743231	0.355008210180624	0.461403905102465	0.623973727422003	0.484310042579285	0.376026272577997	0.484310042579285	4	0.4	0.641666666666667	5	0.5	0.623905723905724	5	2	Post	Llama3	Yes	NQ	Low	Low
HEx151	Meta-Llama-3-70B-Instruct	post	4	5	QQ	Llama3	24	70.6	263	open	70	0.6	6	0.6	0.792857142857143	0.279880927062444	0.09	0.0316227766016838	0	0	0.0171428571428571	0.0276026223736942	0.1	0.316227766016838	0.882857142857143	0.311371772889549	0.117142857142857	0.311371772889549	6	0.6	0.85	6	0.6	0.889285714285714	1	1	Post	Llama3	Yes	QQ	Low	Low
HEx160	Meta-Llama-3-70B-Instruct	pre	8	4	Q	Llama3	24	70.6	263	open	16	0.2	2	0.2	0.175	0.155344599019227	0.325	0.343339401240878	0.0875	0.21286732957408	0.0125	0.0395284707521047	0.4	0.516397779494322	0.5	0.473242362150023	0.5	0.473242362150023	2	0.2	0.5	5	0.5	0.5	4	4	Pre	Llama3	Yes	Q	High	Low
HEx20	Meta-Llama-3-70B-Instruct	pre	5	2	S	Llama3	24	70.6	263	open	29	0.4	4	0.4	0.23448275862069	0.302715939703568	0.16551724137931	0.213681839790754	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Pre	Llama3	Yes	S	Low	Low
HEx20	Meta-Llama-3-70B-Instruct	post	5	3	QQ	Llama3	24	70.6	263	open	28	0.6	6	0.6	0.778571428571429	0.0553283335172488	0.178571428571429	0	0	0	0.0428571428571429	0.0553283335172488	0	0	0.957142857142857	0.0553283335172488	0.0428571428571429	0.0553283335172488	6	0.6	0.890909090909091	10	1	1	0	0	Post	Llama3	Yes	QQ	Low	Low
HEx21	Meta-Llama-3-70B-Instruct	post	6	6	NQ	Llama3	24	70.6	263	open	59	0.1	1	0.1	0.513559322033898	0.445149700582862	0.0525423728813559	0.0520571728804043	0	0	0.00847457627118644	0.00893298774058864	0.425423728813559	0.500531174331853	0.566101694915254	0.493515032883841	0.433898305084746	0.493515032883841	5	0.5	0.529411764705882	1	0.1	0.586842105263158	5	4	Post	Llama3	Yes	NQ	High	High
HEx24	Meta-Llama-3-70B-Instruct	post	3	2	Q	Llama3	24	70.6	263	open	35	0.2	2	0.2	0.248571428571429	0.400238024418565	0.0485714285714286	0.0785930706124867	0	0	0	0	0.702857142857143	0.47850864312147	0.297142857142857	0.47850864312147	0.702857142857143	0.47850864312147	2	0.2	0.291666666666667	3	0.3	0.3	8	7	Post	Llama3	Yes	Q	Low	Low
HEx30	Meta-Llama-3-70B-Instruct	post	6	5	Q	Llama3	24	70.6	263	open	14	0.1	1	0.1	0.142857142857143	0.251976315339485	0.0785714285714286	0.127996952911577	0.00714285714285714	0.0225876975726313	0.0714285714285714	0.154303349962092	0.7	0.483045891539648	0.221428571428571	0.375632497585912	0.778571428571429	0.375632497585912	1	0.1	0.209090909090909	10	1		7	7	Post	Llama3	Yes	Q	High	Low
HEx37	Meta-Llama-3-70B-Instruct	post	3	2	S	Llama3	24	70.6	263	open	43	0.4	4	0.4	0.602325581395349	0.41564413923179	0.0837209302325581	0.0612354035911054	0.00930232558139535	0.0196110242491062	0	0	0.304651162790698	0.480050925728292	0.686046511627907	0.473852070913558	0.313953488372093	0.473852070913558	4	0.4	0.666666666666667	7	0.7	0.7	4	3	Post	Llama3	Yes	S	Low	Low
HEx43	Meta-Llama-3-70B-Instruct	post	8	8	QQ	Llama3	24	70.6	263	open	28	0.3	3	0.3	0.614285714285714	0.238570953330959	0.178571428571429	0.0714285714285714	0.0142857142857143	0.0345032779671177	0.0928571428571428	0.106745294149809	0.1	0.316227766016838	0.792857142857143	0.293929511657352	0.207142857142857	0.293929511657352	3	0.3	0.8	4	0.4	0.783333333333333	1	1	Post	Llama3	Yes	QQ	High	High
